utt,speaker,l1,lookahead_ms,chunk_ms,t_algorithmic_ms,n_frames,divergence_mean,divergence_p95,cka_to_bidirectional,div_silence,div_sonorant_steady,div_obstruent_or_transient
4,SVBI,Hindi,20,40.0,60.0,181,0.39268073439598083,0.8121312856674194,0.8338148405630592,0.42019587755203247,0.3827022910118103,0.3897228240966797
4,SVBI,Hindi,40,40.0,80.0,181,0.3646778464317322,0.6828774213790894,0.8372621592362807,0.42997145652770996,0.33012038469314575,0.3710475265979767
4,SVBI,Hindi,80,40.0,120.0,181,0.317844957113266,0.6749253273010254,0.8732081457550033,0.33917948603630066,0.2818191945552826,0.3503683805465698
4,SVBI,Hindi,160,40.0,200.0,181,0.24388840794563293,0.5563850402832031,0.9050421660297675,0.2948811650276184,0.21482014656066895,0.25142261385917664
4,SVBI,Hindi,320,40.0,360.0,181,0.16900669038295746,0.3862829804420471,0.9341552461512543,0.20322225987911224,0.15608486533164978,0.16596034169197083
4,SVBI,Hindi,640,40.0,680.0,181,0.11890901625156403,0.26903700828552246,0.9576109346226473,0.1414189338684082,0.1082058697938919,0.11961506307125092
5,NCC,Chinese,0,40.0,40.0,208,0.4779079258441925,0.8380711078643799,0.7516496526074932,0.5200087428092957,0.49361422657966614,0.43284356594085693
5,NCC,Chinese,20,40.0,60.0,208,0.42926889657974243,0.8430730700492859,0.7884643939495208,0.5204290151596069,0.43805742263793945,0.36461830139160156
5,NCC,Chinese,40,40.0,80.0,208,0.3672887980937958,0.7591963410377502,0.8218101838634675,0.4685293436050415,0.3689339756965637,0.30608391761779785
5,NCC,Chinese,80,40.0,120.0,208,0.30408647656440735,0.6594986915588379,0.8568748345132579,0.43014806509017944,0.3071419596672058,0.22656144201755524
5,NCC,Chinese,160,40.0,200.0,208,0.22352688014507294,0.49405696988105774,0.904073258927406,0.32866722345352173,0.22196348011493683,0.16423611342906952
5,NCC,Chinese,320,40.0,360.0,208,0.16539660096168518,0.36529260873794556,0.9352342429623789,0.2596900165081024,0.1545356810092926,0.12457164376974106
5,NCC,Chinese,640,40.0,680.0,208,0.14119265973567963,0.31777679920196533,0.9520929173557416,0.22481536865234375,0.1284099817276001,0.10910123586654663
6,ABA,Arabic,0,40.0,40.0,182,0.5119617581367493,0.9215458631515503,0.7873970286869761,0.5134841203689575,0.5083354115486145,0.5146797299385071
6,ABA,Arabic,20,40.0,60.0,182,0.44937384128570557,0.8337535262107849,0.7966890877544234,0.4513857066631317,0.44359469413757324,0.4539128243923187
6,ABA,Arabic,40,40.0,80.0,182,0.3930357098579407,0.7014731764793396,0.8345899407891398,0.4081326723098755,0.38793858885765076,0.3903777301311493
6,ABA,Arabic,80,40.0,120.0,182,0.315674751996994,0.5817866921424866,0.8732277284111487,0.33747532963752747,0.2999899685382843,0.31982332468032837
6,ABA,Arabic,160,40.0,200.0,182,0.24536070227622986,0.5111151337623596,0.908307207337721,0.27286529541015625,0.23706914484500885,0.23956380784511566
6,ABA,Arabic,320,40.0,360.0,182,0.16697028279304504,0.3808509111404419,0.9411545956386683,0.18259300291538239,0.15203526616096497,0.17348848283290863
6,ABA,Arabic,640,40.0,680.0,182,0.11859031021595001,0.3208087384700775,0.9537350277593045,0.16025467216968536,0.09149719774723053,0.12375287711620331
7,ASI,Hindi,0,40.0,40.0,97,0.5074507594108582,0.9406289458274841,0.7948329510753928,0.5500895977020264,0.4772758483886719,0.5140432119369507
7,ASI,Hindi,20,40.0,60.0,97,0.6224777102470398,0.848606288433075,0.800446118420037,0.5810335278511047,0.6114248633384705,0.6534236669540405
7,ASI,Hindi,40,40.0,80.0,97,0.34859228134155273,0.7811453342437744,0.8398864677493837,0.35045892000198364,0.3387805223464966,0.35673484206199646
7,ASI,Hindi,80,40.0,120.0,97,0.3273378014564514,0.5747518539428711,0.8679553374817846,0.3172833323478699,0.3352944254875183,0.3250051736831665
7,ASI,Hindi,160,40.0,200.0,97,0.22838608920574188,0.46988651156425476,0.9252355072481026,0.21435658633708954,0.2152489870786667,0.24755263328552246
7,ASI,Hindi,320,40.0,360.0,97,0.14656631648540497,0.3342154026031494,0.9447983240412081,0.20952877402305603,0.13076099753379822,0.1297050416469574
7,ASI,Hindi,640,40.0,680.0,97,0.08380567282438278,0.22316841781139374,0.9631602759584925,0.158650204539299,0.07330068200826645,0.056100524961948395
8,HJK,Korean,0,40.0,40.0,143,0.47541290521621704,0.8006360530853271,0.8100897136545099,0.4654121696949005,0.5159990191459656,0.4274929463863373
8,HJK,Korean,20,40.0,60.0,143,0.43353894352912903,0.815944492816925,0.829252851535196,0.43921735882759094,0.4838774502277374,0.36340266466140747
8,HJK,Korean,40,40.0,80.0,143,0.3485744595527649,0.6961089372634888,0.8584153493933447,0.3535453677177429,0.3924354612827301,0.28744959831237793
8,HJK,Korean,80,40.0,120.0,143,0.26733294129371643,0.6451702117919922,0.8825727717918449,0.2810908555984497,0.29893356561660767,0.2172713726758957
8,HJK,Korean,160,40.0,200.0,143,0.18195386230945587,0.37727445363998413,0.9380013781928518,0.20221753418445587,0.1982278823852539,0.148373082280159
8,HJK,Korean,320,40.0,360.0,143,0.12299973517656326,0.38222041726112366,0.9593115336446101,0.18547695875167847,0.11776222288608551,0.09297114610671997
8,HJK,Korean,640,40.0,680.0,143,0.07381819933652878,0.22019445896148682,0.9734750589889611,0.13473083078861237,0.06679023802280426,0.047090671956539154
9,ASI,Hindi,0,40.0,40.0,120,0.5419538021087646,0.9458416104316711,0.7535366778678012,0.5347380042076111,0.5355250835418701,0.5519904494285583
9,ASI,Hindi,20,40.0,60.0,120,0.5022573471069336,0.8362998962402344,0.77624307897418,0.5054698586463928,0.48226258158683777,0.520645797252655
9,ASI,Hindi,40,40.0,80.0,120,0.4413827955722809,0.7822933793067932,0.8012994519407673,0.4295766353607178,0.4317418038845062,0.4569269120693207
